rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
[4.   4.   8.92],20100,4845,4716,10539,9,3,1,5,22,22,30,0.0010945273631840797,0.0014925373134328358,3
[4.   6.79 0.59],13893,4838,8315,740,6,3,2,1,17,16,25,0.0011516591089037645,0.001799467357662132,1
[4.   6.79 2.24],15644,4884,8064,2696,6,3,2,1,17,17,31,0.0010866785988238301,0.0019815903860905142,3
[4.   6.79 4.  ],17759,4845,8187,4727,8,3,2,3,21,19,32,0.001069880060814235,0.0018019032603187122,1
[4.   6.79 6.79],20894,4666,8177,8051,9,3,2,4,23,20,33,0.0009572125969177754,0.0015794007849143294,2
[4.   6.79 7.11],21436,4845,8070,8521,10,3,2,5,25,22,38,0.0010263108788953162,0.0017727187908191829,2
[4.   6.79 8.09],22623,4792,8129,9702,10,2,2,6,24,24,39,0.0010608672589842195,0.0017239092958493568,3
[4.   6.79 8.92],23634,4774,8066,10794,8,2,1,5,19,18,29,0.0007616146230007616,0.001227045781501227,2
[4.   7.11 0.59],13976,4754,8538,684,5,2,2,1,14,14,25,0.001001717229536348,0.001788780767029193,3
[4.   7.11 2.24],16158,4786,8728,2644,5,2,2,1,14,14,24,0.0008664438668151999,0.0014853323431117712,3
[4.   7.11 4.  ],18292,4775,8706,4811,10,2,5,3,27,23,38,0.0012573802755302865,0.0020774108900065602,1
[4.   7.11 6.79],21256,4799,8417,8040,7,2,2,3,18,17,24,0.0007997741814076025,0.0011290929619872036,1
[4.   7.11 7.11],22032,4800,8594,8638,9,2,2,5,22,22,43,0.000998547567175018,0.0019517066085693534,3
[4.   7.11 8.09],22944,4774,8481,9689,8,2,2,4,20,20,38,0.0008716875871687588,0.0016562064156206413,3
[4.   7.11 8.92],24060,4827,8664,10569,10,3,2,5,25,23,42,0.0009559434746467166,0.0017456359102244392,2
[4.   8.09 0.59],15085,4752,9602,731,7,2,3,2,19,16,26,0.0010606562810739145,0.0017235664567451109,1
[4.   8.09 2.24],17278,4716,9776,2786,6,3,2,1,17,14,30,0.0008102789674730872,0.0017363120731566154,2
[4.   8.09 4.  ],19338,4856,9621,4861,7,3,2,2,19,19,31,0.00098252146033716,0.0016030613300237874,3
[4.   8.09 6.79],22780,4815,9817,8148,10,3,3,4,26,26,47,0.0011413520632133454,0.0020632133450395078,3
[4.   8.09 7.11],23096,4828,9615,8653,10,3,3,4,26,26,47,0.0011257360581918947,0.002034984412885348,3
[4.   8.09 8.09],24338,4855,9760,9723,10,3,2,5,25,25,42,0.0010272002629632673,0.0017256964417782892,3
[4.   8.09 8.92],25229,4839,9750,10640,10,3,2,5,25,22,41,0.0008720123667208371,0.0016251139561615602,2
[4.   8.92 0.59],16318,4812,10803,703,7,3,2,2,19,18,33,0.0011030763573967397,0.0020223066552273565,1
[4.   8.92 2.24],18279,4833,10769,2677,6,3,2,1,17,14,31,0.0007659062311942666,0.0016959352262158759,2
[4.   8.92 4.  ],20442,4850,10819,4773,8,4,2,2,22,18,31,0.0008805400645729381,0.0015164856667645044,2
[4.   8.92 6.79],23996,4973,10851,8172,11,4,3,4,29,25,43,0.0010418403067177864,0.0017919653275545926,2
[4.   8.92 7.11],24212,4753,10734,8725,10,2,3,5,25,25,46,0.0010325458450355196,0.0018998843548653558,3
[4.   8.92 8.09],25459,4839,10863,9757,11,3,3,5,28,24,50,0.0009426921717270906,0.001963942024431439,2
[4.   8.92 8.92],26113,4695,10677,10741,9,2,2,5,22,22,39,0.0008424922452418336,0.0014935089802014323,3
[6.79 0.59 0.59],9650,8171,735,744,6,4,1,1,17,14,21,0.0014507772020725391,0.0021761658031088085,0
[6.79 0.59 2.24],11648,8263,698,2687,6,4,1,1,17,14,23,0.001201923076923077,0.001974587912087912,2
[6.79 0.59 4.  ],13628,8069,743,4816,8,4,1,3,21,21,29,0.0015409451130026415,0.002127971822717933,3
[6.79 0.59 6.79],16857,8000,692,8165,9,4,1,4,23,23,34,0.0013644183425283265,0.0020169662454766566,3
[6.79 0.59 7.11],17433,8109,692,8632,8,4,0,4,20,18,29,0.0010325245224574084,0.0016635117306258245,2
[6.79 0.59 8.09],18868,8229,698,9941,10,4,1,5,25,25,35,0.0013249947000212,0.00185499258002968,3
[6.79 0.59 8.92],19526,8126,659,10741,10,4,0,6,24,22,34,0.0011267028577281574,0.0017412680528526069,2
[6.79 2.24 0.59],11645,8193,2712,740,7,5,1,1,20,16,23,0.00137398024903392,0.0019750966079862607,0
[6.79 2.24 2.24],13662,8361,2692,2609,7,4,1,2,19,17,26,0.001244327331283853,0.001903088859610599,2
[6.79 2.24 4.  ],15503,8043,2612,4848,8,4,1,3,21,21,29,0.001354576533574147,0.001870605689221441,3
[6.79 2.24 6.79],19106,8122,2754,8230,10,4,1,5,25,25,35,0.001308489479744583,0.001831885271642416,3
[6.79 2.24 7.11],19234,8152,2689,8393,8,4,1,3,21,21,31,0.0010918165748154312,0.0016117292294894458,3
[6.79 2.24 8.09],20558,8197,2733,9628,10,4,1,5,25,22,34,0.00107014301002043,0.0016538573791224829,2
[6.79 2.24 8.92],21640,8216,2692,10732,11,5,1,5,28,28,40,0.0012939001848428836,0.0018484288354898336,3
[6.79 4.   0.59],13659,8101,4850,708,6,4,1,1,17,17,24,0.001244600629621495,0.0017570832418185812,3
[6.79 4.   2.24],15623,8126,4829,2668,6,4,1,1,17,17,23,0.001088139281828074,0.0014721884401203355,3
[6.79 4.   4.  ],17766,8132,4793,4841,8,5,1,2,22,19,28,0.0010694585162670267,0.0015760441292356187,2
[6.79 4.   6.79],21231,8111,4866,8254,9,4,1,4,23,23,35,0.0010833215580990062,0.0016485328058028356,3
[6.79 4.   7.11],21631,8158,4930,8543,10,4,1,5,25,25,36,0.0011557486940039759,0.0016642781193657251,3
[6.79 4.   8.09],22896,8204,4905,9787,12,6,1,5,31,26,47,0.0011355695317959466,0.0020527603074772887,2
[6.79 4.   8.92],23866,8154,4846,10866,10,4,1,5,25,25,37,0.0010475152937232883,0.0015503226347104667,3
[6.79 6.79 0.59],16994,8128,8186,680,7,4,2,1,20,19,36,0.001118041661762975,0.0021183947275509,1
[6.79 6.79 2.24],18875,8071,8143,2661,7,4,2,1,20,20,34,0.0010596026490066225,0.0018013245033112585,3
[6.79 6.79 4.  ],21175,8114,8256,4805,9,4,2,3,24,22,41,0.001038961038961039,0.001936245572609209,1
[6.79 6.79 6.79],24496,8264,8178,8054,11,5,2,4,29,24,40,0.0009797517962116264,0.0016329196603527107,2
[6.79 6.79 7.11],24907,8197,8051,8659,9,3,2,4,23,23,40,0.0009234351788653793,0.0016059742241137027,3
[6.79 6.79 8.09],25881,8082,8054,9745,11,4,2,5,28,28,47,0.0010818747343611145,0.0018160040183918702,3
[6.79 6.79 8.92],26699,8148,8052,10499,11,4,2,5,28,28,48,0.0010487284167946364,0.0017978201430765195,3
[6.79 7.11 0.59],17248,8112,8470,666,8,4,1,3,21,20,30,0.0011595547309833025,0.0017393320964749536,1
[6.79 7.11 2.24],19461,8346,8416,2699,7,4,2,1,20,20,34,0.0010276964184779817,0.0017470839114125686,3
[6.79 7.11 4.  ],21390,8034,8563,4793,8,4,2,2,22,19,42,0.0008882655446470312,0.0019635343618513326,2
[6.79 7.11 6.79],24939,8076,8666,8197,10,4,3,3,27,25,44,0.001002445968162316,0.0017643049039656761,1
[6.79 7.11 7.11],24961,8263,8432,8266,10,4,2,4,26,26,42,0.0010416249348984415,0.001682624894835944,3
[6.79 7.11 8.09],26096,8104,8377,9615,12,5,2,5,31,27,43,0.0010346413243408948,0.0016477621091354998,2
[6.79 7.11 8.92],27321,8132,8573,10616,12,4,2,6,30,30,51,0.0010980564401010212,0.001866695948171736,3
[6.79 8.09 0.59],18602,8206,9653,743,8,5,2,1,23,22,34,0.0011826685302655628,0.001827760455864961,1
[6.79 8.09 2.24],20697,8125,9794,2778,7,4,2,1,20,20,39,0.0009663236217809344,0.0018843310624728226,3
[6.79 8.09 4.  ],22714,8039,9774,4901,10,5,2,3,27,27,47,0.0011886941974112882,0.002069208417715946,3
[6.79 8.09 6.79],26026,8135,9841,8050,10,4,2,4,26,26,43,0.000999000999000999,0.0016521939598862676,3
[6.79 8.09 7.11],26364,8051,9696,8617,12,5,2,5,31,27,47,0.001024123805188894,0.0017827340312547414,2
[6.79 8.09 8.09],27541,8150,9753,9638,11,4,2,5,28,28,47,0.0010166660615082968,0.0017065466032460696,3
[6.79 8.09 8.92],28672,8307,9736,10629,11,4,2,5,28,28,45,0.0009765625,0.0015694754464285715,3
[6.79 8.92 0.59],19654,8245,10696,713,10,7,2,1,29,23,34,0.0011702452426986872,0.0017299277500763205,2
[6.79 8.92 2.24],21673,8208,10774,2691,10,5,2,3,27,25,45,0.00115350897429982,0.0020763161537396767,1
[6.79 8.92 4.  ],23813,8228,10739,4846,9,4,3,2,25,25,47,0.0010498467223785328,0.0019737118380716416,3
[6.79 8.92 6.79],26971,8011,10755,8205,11,4,2,5,28,28,47,0.0010381520892810798,0.0017426124355789552,3
[6.79 8.92 7.11],27430,8271,10710,8449,11,4,3,4,29,29,52,0.001057236602260299,0.0018957345971563984,3
[6.79 8.92 8.09],28529,7997,10693,9839,13,5,3,5,34,29,48,0.0010165095166321991,0.0016824985102877772,2
[6.79 8.92 8.92],29681,8337,10621,10723,13,4,3,6,33,33,58,0.0011118223779522252,0.001954112058219063,3
[7.11 0.59 0.59],9997,8596,684,717,6,4,1,1,17,16,23,0.0016004801440432132,0.0023006902070621185,1
[7.11 0.59 2.24],11829,8490,665,2674,7,4,2,1,20,15,23,0.00126806999746386,0.001944373996111252,0
[7.11 0.59 4.  ],14240,8622,768,4850,8,5,1,2,22,22,31,0.0015449438202247189,0.0021769662921348317,3
[7.11 0.59 6.79],17381,8531,680,8170,9,4,1,4,23,20,28,0.0011506817789540304,0.0016109544905356426,2
[7.11 0.59 7.11],17761,8471,699,8591,9,4,1,4,23,23,33,0.001294972129947638,0.0018580034907944368,3
[7.11 0.59 8.09],19148,8589,676,9883,9,4,1,4,23,23,33,0.0012011698349697097,0.001723417589304366,3
[7.11 0.59 8.92],19973,8422,741,10810,13,6,1,6,33,28,41,0.0014018925549491813,0.002052771241175587,2
[7.11 2.24 0.59],11793,8343,2722,728,6,4,1,1,17,17,23,0.0014415331128635634,0.0019503095056389386,3
[7.11 2.24 2.24],13897,8568,2630,2699,6,4,1,1,17,17,25,0.001223285601208894,0.0017989494135424915,3
[7.11 2.24 4.  ],15984,8529,2621,4834,8,4,1,3,21,21,29,0.0013138138138138141,0.0018143143143143144,3
[7.11 2.24 6.79],19539,8485,2734,8320,10,4,1,5,25,25,35,0.0012794922974563693,0.001791289216438917,3
[7.11 2.24 7.11],19646,8454,2727,8465,9,4,1,4,23,23,32,0.0011707217754250226,0.00162883029624351,3
[7.11 2.24 8.09],21137,8660,2750,9727,11,5,1,5,28,28,40,0.0013246912996167858,0.0018924161423096934,3
[7.11 2.24 8.92],21966,8518,2697,10751,10,4,1,5,25,25,35,0.001138122553036511,0.0015933715742511153,3
[7.11 4.   0.59],14022,8629,4720,673,8,5,2,1,23,20,33,0.0014263300527742118,0.0023534445870774497,2
[7.11 4.   2.24],16212,8637,4802,2773,8,6,1,1,23,19,34,0.0011719713792252653,0.0020972119417715274,0
[7.11 4.   4.  ],18108,8470,4868,4770,7,4,1,2,19,19,30,0.0010492599955820633,0.001656726308813784,3
[7.11 4.   6.79],21480,8562,4739,8179,9,4,1,4,23,23,34,0.0010707635009310989,0.0015828677839851025,3
[7.11 4.   7.11],22196,8613,4910,8673,13,7,2,4,35,29,47,0.00130654171922869,0.002117498648405118,2
[7.11 4.   8.09],23201,8574,4815,9812,11,4,2,5,28,28,46,0.0012068445325632516,0.0019826731606396282,3
[7.11 4.   8.92],24388,8574,4810,11004,11,4,1,6,27,27,39,0.00110710185337051,0.0015991471215351812,3
[7.11 6.79 0.59],17285,8454,8125,706,7,4,2,1,20,17,32,0.0009835117153601386,0.0018513161700896726,2
[7.11 6.79 2.24],19464,8549,8176,2739,7,4,2,1,20,20,38,0.0010275380189066997,0.0019523222359227289,3
[7.11 6.79 4.  ],21596,8524,8178,4894,8,4,2,2,22,22,41,0.001018707167994073,0.0018984997221707727,3
[7.11 6.79 6.79],24903,8570,8187,8146,11,5,2,4,29,25,43,0.0010038951130385896,0.0017266995944263744,2
[7.11 6.79 7.11],25214,8624,8135,8455,10,4,2,4,26,23,41,0.0009121916395653208,0.0016260807487903544,2
[7.11 6.79 8.09],26545,8562,8230,9753,11,4,2,5,28,28,46,0.001054812582407233,0.0017329063853833116,3
[7.11 6.79 8.92],27252,8443,8084,10725,11,5,1,5,28,28,44,0.0010274475267870247,0.0016145603992367534,3
[7.11 7.11 0.59],17947,8684,8522,741,7,4,2,1,20,20,33,0.0011143923775561377,0.0018387474229676266,3
[7.11 7.11 2.24],19539,8503,8346,2690,7,4,2,1,20,17,34,0.0008700547622703313,0.0017401095245406625,2
[7.11 7.11 4.  ],22009,8577,8600,4832,10,6,2,2,28,23,39,0.0010450270343950203,0.0017720023626698169,2
[7.11 7.11 6.79],24931,8484,8399,8048,10,4,3,3,27,24,42,0.0009626569331354539,0.0016846496329870444,1
[7.11 7.11 7.11],25596,8497,8636,8463,10,4,2,4,26,26,42,0.0010157837162056572,0.0016408813877168307,3
[7.11 7.11 8.09],26646,8466,8563,9617,12,5,2,5,31,31,52,0.0011634016362681078,0.0019515124221271489,3
[7.11 7.11 8.92],27714,8351,8442,10921,12,4,2,6,30,30,50,0.001082485386447283,0.0018041423107454718,3
[7.11 8.09 0.59],19015,8479,9827,709,7,4,2,1,20,20,33,0.001051801209571391,0.0017354719957927954,3
[7.11 8.09 2.24],21260,8623,9906,2731,9,5,3,1,26,26,48,0.0012229539040451553,0.002257761053621825,3
[7.11 8.09 4.  ],23005,8535,9798,4672,9,4,2,3,24,22,35,0.0009563138448163444,0.0015214083894805476,1
[7.11 8.09 6.79],26360,8604,9663,8093,10,5,2,3,27,27,47,0.001024279210925645,0.0017830045523520484,3
[7.11 8.09 7.11],26772,8635,9638,8499,10,4,3,3,27,25,41,0.0009338114447930674,0.0015314507694606304,1
[7.11 8.09 8.09],28210,8559,9876,9775,11,4,2,5,28,28,50,0.0009925558312655087,0.0017724211272598372,3
[7.11 8.09 8.92],29033,8546,9701,10786,12,5,2,5,31,28,51,0.0009644197981607136,0.0017566217752213,2
[7.11 8.92 0.59],19876,8476,10665,735,9,6,2,1,26,20,32,0.001006238679814852,0.0016099818877037633,2
[7.11 8.92 2.24],21800,8468,10647,2685,8,4,3,1,23,23,44,0.001055045871559633,0.002018348623853211,3
[7.11 8.92 4.  ],24006,8550,10661,4795,8,4,2,2,22,22,40,0.0009164375572773473,0.0016662501041406314,3
[7.11 8.92 6.79],27246,8378,10733,8135,11,4,3,4,29,29,53,0.0010643764222271158,0.0019452396682081766,3
[7.11 8.92 7.11],27788,8455,10819,8514,12,4,3,5,31,31,55,0.0011155894630775877,0.001979271628040881,3
[7.11 8.92 8.09],28942,8510,10748,9684,11,5,2,4,29,29,48,0.001002004008016032,0.00165848939257826,3
[7.11 8.92 8.92],30196,8713,10905,10578,12,4,3,5,31,31,55,0.0010266260431845275,0.0018214333024241624,3
[8.09 0.59 0.59],11115,9706,717,692,7,5,1,1,20,17,27,0.0015294646873594245,0.0024291497975708503,2
[8.09 0.59 2.24],13061,9726,697,2638,7,4,1,2,19,17,24,0.0013015848709899704,0.0018375315825740755,2
[8.09 0.59 4.  ],15251,9763,719,4769,7,5,0,2,19,17,27,0.0011146810045242934,0.0017703757130679953,2
[8.09 0.59 6.79],18478,9596,744,8138,9,4,1,4,23,23,33,0.0012447234549193636,0.0017859075657538695,3
[8.09 0.59 7.11],19042,9760,678,8604,11,5,1,5,28,28,41,0.0014704337779644994,0.0021531351748765885,3
[8.09 0.59 8.09],20179,9796,712,9671,9,4,1,4,23,23,33,0.0011397988007334355,0.0016353634967044947,3
[8.09 0.59 8.92],21250,9798,709,10743,10,4,1,5,25,23,35,0.0010823529411764703,0.0016470588235294116,2
[8.09 2.24 0.59],13118,9685,2723,710,7,5,1,1,20,17,23,0.0012959292575087664,0.0017533160542765663,2
[8.09 2.24 2.24],15017,9680,2646,2691,6,4,1,1,17,15,22,0.0009988679496570553,0.0014650063261636812,2
[8.09 2.24 4.  ],17201,9780,2688,4733,7,4,1,2,19,19,27,0.0011045869426196152,0.0015696761816173476,3
[8.09 2.24 6.79],20542,9678,2691,8173,10,5,1,4,26,26,37,0.0012656995424009346,0.0018011878103397915,3
[8.09 2.24 7.11],20817,9610,2684,8523,11,5,1,5,28,28,40,0.0013450545227458328,0.0019215064610654754,3
[8.09 2.24 8.09],22113,9839,2632,9642,11,5,1,5,28,28,40,0.0012662234884457107,0.0018088906977795863,3
[8.09 2.24 8.92],23012,9719,2751,10542,11,5,1,5,28,28,40,0.00121675647488267,0.0017382235355466716,3
[8.09 4.   0.59],15235,9719,4811,705,7,5,1,1,20,20,28,0.0013127666557269445,0.0018378733180177227,3
[8.09 4.   2.24],17314,9885,4793,2636,9,7,1,1,26,21,33,0.001212891301836664,0.001905972045743329,2
[8.09 4.   4.  ],19109,9517,4900,4692,10,5,3,2,28,26,36,0.0013606154168193,0.0018839290386728766,1
[8.09 4.   6.79],22723,9665,4829,8229,10,5,1,4,26,26,37,0.0011442151124411392,0.0016283061215508516,3
[8.09 4.   7.11],23140,9839,4883,8418,10,5,1,4,26,23,39,0.0009939498703543648,0.0016853932584269663,2
[8.09 4.   8.09],23962,9635,4618,9709,11,5,1,5,28,28,40,0.0011685168182956347,0.001669309740422335,3
[8.09 4.   8.92],25177,9726,4759,10692,11,5,1,5,28,28,43,0.001112126146880089,0.0017079080112801367,3
[8.09 6.79 0.59],18442,9658,8084,700,7,5,1,1,20,20,28,0.0010844810758052269,0.001518273506127318,1
[8.09 6.79 2.24],20368,9498,8132,2738,7,4,2,1,20,17,33,0.0008346425765907307,0.0016201885310290652,2
[8.09 6.79 4.  ],22616,9687,8155,4774,9,5,2,2,25,25,43,0.0011054120976299964,0.0019013088079235941,3
[8.09 6.79 6.79],26028,9772,8040,8216,10,4,2,4,26,24,40,0.0009220839096357767,0.001536806516059628,2
[8.09 6.79 7.11],26208,9654,7989,8565,11,5,2,4,29,29,52,0.0011065323565323565,0.001984126984126984,3
[8.09 6.79 8.09],27587,9687,8174,9726,14,7,2,5,37,31,53,0.001123717693116323,0.0019211947656504879,2
[8.09 6.79 8.92],28743,9723,8076,10944,12,5,2,5,31,31,54,0.001078523466583168,0.0018787182966287445,3
[8.09 7.11 0.59],19199,9823,8669,707,8,5,2,1,23,23,41,0.0011979790614094483,0.0021355278920777124,3
[8.09 7.11 2.24],21004,9676,8640,2688,8,5,2,1,23,23,40,0.001095029518187012,0.0019043991620643688,3
[8.09 7.11 4.  ],23003,9632,8588,4783,9,5,1,3,24,23,37,0.000999869582228405,0.001608485849671782,1
[8.09 7.11 6.79],26467,9808,8507,8152,13,6,3,4,35,35,62,0.0013224014810896587,0.002342539766501681,3
[8.09 7.11 7.11],26743,9651,8513,8579,13,5,4,4,35,32,52,0.0011965748046217704,0.0019444340575103765,1
[8.09 7.11 8.09],27642,9555,8478,9609,12,5,2,5,31,26,48,0.0009405976412705304,0.0017364879531148252,2
[8.09 7.11 8.92],28858,9665,8395,10798,11,5,1,5,28,28,47,0.0009702682098551527,0.0016286644951140064,3
[8.09 8.09 0.59],20104,9725,9715,664,9,7,1,1,26,21,31,0.0010445682451253482,0.0015419816951850378,2
[8.09 8.09 2.24],22159,9721,9790,2648,10,5,3,2,28,26,42,0.0011733381470282955,0.0018953923913534003,1
[8.09 8.09 4.  ],24299,9768,9711,4820,10,6,1,3,27,24,41,0.0009876949668710649,0.0016873122350714019,2
[8.09 8.09 6.79],27610,9673,9844,8093,12,5,3,4,32,32,59,0.001159000362187613,0.0021369069177834123,3
[8.09 8.09 7.11],27967,9799,9641,8527,12,4,3,5,31,31,58,0.0011084492437515644,0.0020738727786319593,3
[8.09 8.09 8.09],29102,9655,9727,9720,14,7,2,5,37,32,58,0.001099580784825785,0.001992990172496736,2
[8.09 8.09 8.92],29850,9639,9595,10616,13,5,2,6,33,33,59,0.0011055276381909548,0.0019765494137353435,3
[8.09 8.92 0.59],21197,9710,10762,725,8,5,2,1,23,23,40,0.0010850592064914847,0.0018870594895504078,3
[8.09 8.92 2.24],22742,9510,10563,2669,9,5,3,1,26,26,50,0.0011432591680590974,0.0021985753231905728,3
[8.09 8.92 4.  ],25486,9915,10613,4958,9,5,2,2,25,21,46,0.0008239817939260771,0.0018049125009809309,2
[8.09 8.92 6.79],28436,9584,10731,8121,11,4,3,4,29,29,53,0.0010198340132226754,0.0018638345758897168,3
[8.09 8.92 7.11],29221,9835,10700,8686,12,6,2,4,32,32,59,0.0010951028370007874,0.002019095855720201,3
[8.09 8.92 8.09],30139,9696,10762,9681,12,5,2,5,31,31,52,0.0010285676366170078,0.0017253392614220778,3
[8.09 8.92 8.92],31073,9601,10734,10738,14,5,3,6,36,36,63,0.0011585620957101019,0.0020274836674926784,3
[8.92 0.59 0.59],12135,10739,689,707,7,5,1,1,20,19,27,0.001565718994643593,0.002224969097651421,1
[8.92 0.59 2.24],14051,10630,731,2690,7,5,1,1,20,17,29,0.0012098783004768346,0.002063910041989894,2
[8.92 0.59 4.  ],16368,10767,689,4912,9,5,1,3,24,24,35,0.0014662756598240471,0.0021383186705767354,3
[8.92 0.59 6.79],19755,10858,725,8172,10,5,1,4,26,26,37,0.0013161225006327513,0.0018729435585927614,3
[8.92 0.59 7.11],20029,10707,696,8626,11,5,1,5,28,28,40,0.0013979729392381048,0.001997104198911578,3
[8.92 0.59 8.09],20994,10598,706,9690,10,6,0,4,26,22,38,0.0010479184528913023,0.0018100409640849765,2
[8.92 0.59 8.92],22163,10756,717,10690,11,5,1,5,28,25,42,0.0011280061363533815,0.0018950503090736813,2
[8.92 2.24 0.59],14112,10678,2677,757,7,5,1,1,20,20,28,0.001417233560090703,0.001984126984126984,1
[8.92 2.24 2.24],16277,10887,2718,2672,7,5,1,1,20,20,28,0.0012287276525158198,0.0017202187135221478,3
[8.92 2.24 4.  ],18181,10684,2655,4842,10,6,1,3,27,23,36,0.0012650569275617404,0.001980089104009681,2
[8.92 2.24 6.79],21539,10684,2671,8184,10,5,1,4,26,26,37,0.001207112679325874,0.0017178141975022054,3
[8.92 2.24 7.11],21778,10677,2633,8468,10,5,1,4,26,26,37,0.0011938653687207272,0.001698962255487189,3
[8.92 2.24 8.09],22915,10583,2682,9650,11,5,1,5,28,25,41,0.0010909884355225837,0.0017892210342570368,2
[8.92 2.24 8.92],24285,10868,2707,10710,12,5,1,6,30,30,43,0.0012353304508956149,0.0017706403129503809,3
[8.92 4.   0.59],16095,10581,4792,722,8,6,1,1,23,18,33,0.001118359739049394,0.0020503261882572226,2
[8.92 4.   2.24],18395,10890,4812,2693,8,5,2,1,23,23,39,0.0012503397662408265,0.0021201413427561835,3
[8.92 4.   4.  ],20343,10774,4836,4733,9,5,1,3,24,24,35,0.0011797669960182866,0.001720493535860001,3
[8.92 4.   6.79],23551,10539,4763,8249,10,5,1,4,26,26,39,0.0011039870918432338,0.0016559806377648507,3
[8.92 4.   7.11],23980,10647,4786,8547,10,5,1,4,26,24,40,0.001000834028356964,0.0016680567139282735,2
[8.92 4.   8.09],25300,10729,4905,9666,14,7,2,5,37,31,50,0.001225296442687747,0.001976284584980237,2
[8.92 4.   8.92],26100,10648,4707,10745,13,6,2,5,34,34,55,0.001302681992337165,0.00210727969348659,3
[8.92 6.79 0.59],19540,10760,8066,714,8,5,1,2,22,21,36,0.001074718526100307,0.0018423746161719552,1
[8.92 6.79 2.24],21743,10928,8052,2763,9,6,2,1,26,26,44,0.00119578714988732,0.0020236397921170033,3
[8.92 6.79 4.  ],23543,10708,8003,4832,10,6,2,2,28,25,43,0.0010618867603958712,0.0018264452278808987,2
[8.92 6.79 6.79],26881,10616,8067,8198,11,6,2,3,30,30,53,0.0011160299096015774,0.00197165284029612,3
[8.92 6.79 7.11],27410,10748,8185,8477,12,6,2,4,32,27,53,0.0009850419554906966,0.0019336008755928493,2
[8.92 6.79 8.09],28753,10852,8151,9750,13,6,2,5,34,34,56,0.0011824853058811256,0.0019476228567453832,3
[8.92 6.79 8.92],29745,10730,8320,10695,12,5,2,5,31,31,51,0.0010421919650361404,0.0017145738779626829,3
[8.92 7.11 0.59],19845,10678,8477,690,10,7,2,1,29,24,46,0.0012093726379440665,0.0023179642227261275,2
[8.92 7.11 2.24],22090,10738,8624,2728,10,5,3,2,28,25,41,0.0011317338162064284,0.0018560434585785425,1
[8.92 7.11 4.  ],23933,10724,8373,4836,10,5,2,3,27,27,47,0.0011281494171228009,0.0019638156520285803,3
[8.92 7.11 6.79],27358,10729,8536,8093,11,5,2,4,29,29,48,0.0010600190072373712,0.001754514218875649,3
[8.92 7.11 7.11],27728,10693,8537,8498,11,5,2,4,29,29,48,0.0010458742065781884,0.0017311021350259663,3
[8.92 7.11 8.09],28764,10714,8420,9630,12,5,2,5,31,31,50,0.001077736058962592,0.001738283966068697,3
[8.92 7.11 8.92],29960,10743,8528,10689,12,5,2,5,31,31,51,0.0010347129506008011,0.0017022696929238983,3
[8.92 8.09 0.59],21149,10701,9738,710,8,5,2,1,23,23,39,0.0010875218686462716,0.0018440588207480262,3
[8.92 8.09 2.24],23016,10712,9644,2660,9,5,3,1,26,24,35,0.0010427528675703858,0.0015206812652068127,1
[8.92 8.09 4.  ],25094,10726,9575,4793,11,5,4,2,31,27,43,0.0010759544114130868,0.0017135570255838051,1
[8.92 8.09 6.79],28609,10675,9797,8137,11,5,2,4,29,29,53,0.0010136670278583662,0.0018525638784997727,3
[8.92 8.09 7.11],28510,10535,9636,8339,11,5,2,4,29,29,47,0.0010171869519466851,0.0016485443703963519,3
[8.92 8.09 8.09],30168,10807,9740,9621,13,6,2,5,34,34,56,0.0011270220100769027,0.0018562715460090165,3
[8.92 8.09 8.92],30811,10550,9557,10704,13,5,2,6,33,33,56,0.0010710460549803642,0.001817532699360618,3
[8.92 8.92 0.59],22067,10552,10832,683,11,5,3,3,30,27,43,0.001223546472107672,0.0019486110481714773,1
[8.92 8.92 2.24],24106,10705,10691,2710,10,5,4,1,29,26,44,0.001078569650709367,0.0018252717165850823,1
[8.92 8.92 4.  ],26222,10543,10721,4958,11,5,3,3,30,30,54,0.0011440774921821373,0.002059339485927847,3
[8.92 8.92 6.79],29573,10581,10833,8159,13,7,2,4,35,29,53,0.0009806242180367226,0.0017921752950326312,2
[8.92 8.92 7.11],29786,10566,10693,8527,11,5,2,4,29,29,54,0.0009736117639159336,0.0018129322500503593,3
[8.92 8.92 8.09],30920,10606,10742,9572,11,4,3,4,29,25,53,0.0008085381630012937,0.0017141009055627425,2
[8.92 8.92 8.92],31971,10566,10636,10769,13,5,3,5,34,34,61,0.001063463764036158,0.0019079791060648715,3
[0.59 0.59 0.59],2122,692,726,704,3,1,1,1,8,6,6,0.002827521206409048,0.002827521206409048,0
[0.59 0.59 2.24],4039,662,720,2657,3,1,1,1,8,7,7,0.0017331022530329286,0.0017331022530329286,2
[0.59 0.59 4.  ],6180,682,686,4812,5,1,1,3,12,11,13,0.0017799352750809067,0.002103559870550162,2
[0.59 2.24 0.59],4120,772,2611,737,3,1,1,1,8,6,6,0.0014563106796116505,0.0014563106796116505,0
[0.59 2.24 2.24],6138,752,2734,2652,3,1,1,1,8,7,9,0.001140436624307592,0.0014662756598240471,2
[0.59 2.24 4.  ],8118,700,2665,4753,4,1,1,2,10,9,10,0.0011086474501108647,0.001231830500123183,2
