context,rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
102,[4.   0.59 7.11],13976,4870,686,8420,8,3,1,4,20,17,24,0.001216370921579851,0.0017172295363480253,2
102,[4.   0.59 7.11],13976,4870,686,8420,7,2,1,4,17,17,22,0.001216370921579851,0.0015741270749856898,3
103,[4.   0.59 8.09],15008,4697,658,9653,11,1,5,5,28,18,51,0.001199360341151386,0.0033981876332622603,0
103,[4.   0.59 8.09],15008,4697,658,9653,12,2,5,5,31,26,58,0.001732409381663113,0.003864605543710021,1
103,[4.   0.59 8.09],15008,4697,658,9653,9,3,1,5,22,19,29,0.0012659914712153518,0.0019323027718550106,2
103,[4.   0.59 8.09],15008,4697,658,9653,8,2,1,5,19,19,25,0.0012659914712153518,0.001665778251599147,3
104,[4.   0.59 8.92],15908,4685,688,10535,11,2,4,5,28,20,53,0.001257229067136032,0.003331657027910485,0
104,[4.   0.59 8.92],15908,4685,688,10535,11,2,4,5,28,24,54,0.0015086748805632386,0.003394518481267287,1
104,[4.   0.59 8.92],15908,4685,688,10535,9,3,1,5,22,19,30,0.0011943676137792306,0.0018858436007040482,2
104,[4.   0.59 8.92],15908,4685,688,10535,8,2,1,5,19,19,25,0.0011943676137792306,0.0015715363339200402,3
105,[4.   2.24 0.59],8346,4896,2718,732,8,4,3,1,23,15,22,0.0017972681524083393,0.0026359932901988976,0
105,[4.   2.24 0.59],8346,4896,2718,732,4,2,1,1,11,10,13,0.0011981787682722263,0.001557632398753894,1
105,[4.   2.24 0.59],8346,4896,2718,732,5,3,1,1,14,12,15,0.0014378145219266715,0.0017972681524083393,2
105,[4.   2.24 0.59],8346,4896,2718,732,4,2,1,1,11,11,13,0.0013179966450994488,0.001557632398753894,3
106,[4.   2.24 2.24],10375,4950,2734,2691,9,4,3,2,25,17,31,0.00163855421686747,0.0029879518072289156,0
106,[4.   2.24 2.24],10375,4950,2734,2691,4,2,1,1,11,10,13,0.0009638554216867469,0.0012530120481927711,1
106,[4.   2.24 2.24],10375,4950,2734,2691,5,3,1,1,14,12,18,0.0011566265060240963,0.0017349397590361445,2
106,[4.   2.24 2.24],10375,4950,2734,2691,4,2,1,1,11,11,15,0.0010602409638554217,0.0014457831325301205,3
107,[4.   2.24 4.  ],12242,4891,2612,4739,7,3,2,2,19,14,29,0.001143603986276752,0.0023688939715732723,0
107,[4.   2.24 4.  ],12242,4891,2612,4739,9,3,3,3,24,21,36,0.0017154059794151284,0.0029406959647116484,1
107,[4.   2.24 4.  ],12242,4891,2612,4739,6,3,1,2,16,13,18,0.0010619179872569842,0.0014703479823558242,2
107,[4.   2.24 4.  ],12242,4891,2612,4739,6,3,1,2,16,16,21,0.0013069759843162881,0.0017154059794151284,3
108,[4.   2.24 6.79],15462,4754,2598,8110,11,3,4,4,29,20,48,0.0012934937265554262,0.0031043849437330227,0
108,[4.   2.24 6.79],15462,4754,2598,8110,11,2,5,4,29,24,48,0.0015521924718665113,0.0031043849437330227,1
108,[4.   2.24 6.79],15462,4754,2598,8110,8,3,1,4,20,17,27,0.0010994696675721122,0.0017462165308498253,2
108,[4.   2.24 6.79],15462,4754,2598,8110,7,2,1,4,17,17,23,0.0010994696675721122,0.0014875177855387402,3
109,[4.   2.24 7.11],16280,4902,2798,8580,14,4,6,4,38,25,49,0.0015356265356265355,0.00300982800982801,0
109,[4.   2.24 7.11],16280,4902,2798,8580,9,2,3,4,23,20,36,0.0012285012285012285,0.0022113022113022115,1
